,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
771,39,Bob Grim,26.0,32.0,WR,14,0.0,200.0,6-0,Oregon St.,5/8/1945,10,1.0,Minnesota Vikings / 2nd / 28th pick / 1967,1977,
772,40,Bob Tucker,38.0,32.0,TE,8,0.0,230.0,6-3,Bloomsburg,6/8/1945,7,1.0,,1977,
773,41,Tommy Kramer,9.0,22.0,QB,6,1.0,200.0,6-2,Rice,3/7/1955,Rook,1.0,Minnesota Vikings / 1st / 27th pick / 1977,1977,
774,42,Fred Cox,14.0,39.0,K,14,0.0,200.0,5-11,Pittsburgh,12/11/1938,14,1.0,"Cleveland Browns / 8th / 110th pick / 1961, New York Titans / 28th / 221st pick / 1961",1977,
775,43,Mark Kellar,39.0,25.0,RB,14,0.0,225.0,6-0,Northern Illinois,7/17/1952,1,0.0,Minnesota Vikings / 6th / 155th pick / 1974,1977,
776,44,Steve Craig,84.0,26.0,TE,14,0.0,231.0,6-3,Northwestern,3/13/1951,3,0.0,Minnesota Vikings / 3rd / 64th pick / 1974,1977,
777,45,Manfred Moore,36.0,27.0,RB,12,0.0,197.0,6-1,USC,12/22/1950,3,0.0,San Francisco 49ers / 9th / 216th pick / 1974,1977,
778,46,Rick Danmeier,7.0,25.0,K,1,0.0,194.0,6-0,Sioux Falls,4/8/1952,Rook,0.0,,1977,
779,47,Team Total,,28.4,,14,,219.8,6-1.6,,,5.7,,,1977,
780,0,Fran Tarkenton,10.0,38.0,QB,16,16.0,190.0,6-0,Georgia,2/3/1940,17,11.0,"Minnesota Vikings / 3rd / 29th pick / 1961, Boston Patriots / 5th / 35th pick / 1961",1978,
781,1,Rickey Young,34.0,25.0,RB,16,16.0,196.0,6-2,Jackson St.,12/7/1953,3,10.0,San Diego Chargers / 7th / 164th pick / 1975,1978,
782,2,Matt Blair,59.0,28.0,LB,16,16.0,232.0,6-5,Iowa St.,9/20/1950,4,10.0,Minnesota Vikings / 2nd / 51st pick / 1974,1978,
783,3,Fred McNeill,54.0,26.0,LB,16,15.0,229.0,6-2,UCLA,5/6/1952,4,8.0,Minnesota Vikings / 1st / 17th pick / 1974,1978,
784,4,Chuck Foreman,44.0,28.0,RB,14,14.0,210.0,6-2,Miami (FL),10/26/1950,5,8.0,Minnesota Vikings / 1st / 12th pick / 1973,1978,
785,5,Mick Tingelhoff,53.0,38.0,C,16,16.0,237.0,6-2,Nebraska,5/22/1940,16,7.0,,1978,
786,6,Bobby Bryant,20.0,34.0,DB,16,16.0,170.0,6-1,South Carolina,1/24/1944,10,7.0,Minnesota Vikings / 7th / 167th pick / 1967,1978,
787,7,Ron Yary,73.0,32.0,T,16,16.0,255.0,6-5,"Cerritos (CA),USC",7/16/1946,10,7.0,Minnesota Vikings / 1st / 1st pick / 1968,1978,
788,8,Nate Wright,43.0,31.0,DB,16,16.0,180.0,5-11,San Diego St.,12/21/1947,9,7.0,,1978,
789,9,Charles Goodrum,68.0,28.0,G,16,16.0,256.0,6-3,Florida A&M,1/11/1950,5,7.0,Minnesota Vikings / 9th / 232nd pick / 1972,1978,
790,10,Wes Hamilton,61.0,25.0,G,16,15.0,261.0,6-3,Tulsa,4/24/1953,2,7.0,Minnesota Vikings / 3rd / 85th pick / 1976,1978,
791,11,Jim Marshall,70.0,41.0,DE,16,16.0,248.0,6-4,Ohio St.,12/30/1937,18,7.0,Cleveland Browns / 4th / 44th pick / 1960,1978,
792,12,Sammy White,85.0,24.0,WR,16,16.0,190.0,5-11,Grambling St.,3/16/1954,2,7.0,Minnesota Vikings / 2nd / 54th pick / 1976,1978,
793,13,Doug Sutherland,69.0,30.0,DT,16,16.0,250.0,6-3,Wisconsin–Superior,8/1/1948,8,7.0,New Orleans Saints / 14th / 348th pick / 1970,1978,
794,14,Ahmad Rashad,28.0,29.0,WR,16,16.0,205.0,6-2,Oregon,11/19/1949,6,7.0,St. Louis Cardinals / 1st / 4th pick / 1972,1978,
795,15,Jeff Siemon,50.0,28.0,LB,16,16.0,235.0,6-2,Stanford,6/2/1950,6,6.0,Minnesota Vikings / 1st / 10th pick / 1972,1978,
796,16,Tom Hannon,45.0,23.0,DB,16,14.0,193.0,5-11,Michigan St.,3/5/1955,1,6.0,Minnesota Vikings / 3rd / 83rd pick / 1977,1978,
797,17,Phil Wise,29.0,29.0,DB,16,16.0,190.0,6-0,"South Dakota,Nebraska-Omaha",4/25/1949,7,6.0,New York Jets / 6th / 136th pick / 1971,1978,
798,18,Bob Tucker,38.0,33.0,TE,16,16.0,230.0,6-3,Bloomsburg,6/8/1945,8,5.0,,1978,
799,19,James White,72.0,25.0,DT,16,10.0,265.0,6-3,Oklahoma St.,10/26/1953,2,5.0,Minnesota Vikings / 1st / 25th pick / 1976,1978,
800,20,Mark Mullaney,77.0,25.0,DE,15,9.0,242.0,6-6,Colorado St.,4/30/1953,3,5.0,Minnesota Vikings / 1st / 25th pick / 1975,1978,
801,21,Frank Myers,74.0,22.0,T,12,11.0,255.0,6-5,Texas A&M,1/4/1956,Rook,5.0,Baltimore Colts / 5th / 117th pick / 1978,1978,
802,22,Randy Holloway,75.0,23.0,DE,16,0.0,250.0,6-5,Pittsburgh,8/26/1955,Rook,4.0,Minnesota Vikings / 1st / 21st pick / 1978,1978,
803,23,Dennis Swilley,67.0,23.0,C,14,0.0,253.0,6-3,"Texas A&M,North Texas",6/28/1955,1,4.0,Minnesota Vikings / 2nd / 55th pick / 1977,1978,
804,24,Carl Eller,81.0,36.0,DE,14,7.0,247.0,6-6,Minnesota,1/25/1942,14,4.0,"Buffalo Bills / 1st / 5th pick / 1964, Minnesota Vikings / 1st / 6th pick / 1964",1978,
805,25,Robert Miller,35.0,25.0,RB,15,2.0,204.0,5-11,Kansas,1/9/1953,3,4.0,Minnesota Vikings / 5th / 129th pick / 1975,1978,
806,26,Scott Studwell,55.0,24.0,LB,13,0.0,228.0,6-2,Illinois,8/27/1954,1,3.0,Minnesota Vikings / 9th / 250th pick / 1977,1978,
807,27,Lyman Smith,79.0,22.0,DT,11,0.0,250.0,6-5,Duke,9/24/1956,Rook,3.0,Miami Dolphins / 3rd / 64th pick / 1978,1978,
808,28,John Turner,27.0,22.0,DB,14,0.0,197.0,6-0,Miami (FL),2/22/1956,Rook,3.0,Minnesota Vikings / 2nd / 48th pick / 1978,1978,
809,29,Nate Allen,25.0,30.0,DB,16,0.0,170.0,5-10,Texas Southern,5/13/1948,7,3.0,Kansas City Chiefs / 11th / 276th pick / 1971,1978,
810,30,Rick Danmeier,7.0,26.0,K,16,0.0,194.0,6-0,Sioux Falls,4/8/1952,1,3.0,,1978,
811,31,Steve Riley,78.0,26.0,T,5,5.0,258.0,6-5,USC,11/23/1952,4,2.0,Minnesota Vikings / 1st / 25th pick / 1974,1978,
812,32,Alan Page,88.0,33.0,DT,6,6.0,245.0,6-4,Notre Dame,8/7/1945,11,2.0,Minnesota Vikings / 1st / 15th pick / 1967,1978,
813,33,Bob Lingenfelter,76.0,24.0,T,5,0.0,277.0,6-7,Nebraska,9/1/1954,1,2.0,Cleveland Browns / 7th / 188th pick / 1977,1978,
814,34,Greg Coleman,8.0,24.0,P,9,0.0,185.0,6-0,Florida A&M,9/9/1954,1,1.0,Cincinnati Bengals / 14th / 398th pick / 1976,1978,
815,35,Wally Hilgenberg,58.0,36.0,LB,15,1.0,229.0,6-3,Iowa,9/19/1942,14,1.0,"Detroit Lions / 4th / 48th pick / 1964, Denver Broncos / 8th / 57th pick / 1964",1978,
816,36,Stu Voigt,83.0,30.0,TE,15,0.0,223.0,6-1,Wisconsin,8/12/1948,8,1.0,Minnesota Vikings / 10th / 260th pick / 1970,1978,
817,37,Jim Hough,51.0,22.0,G,15,1.0,267.0,6-2,Utah St.,8/4/1956,Rook,1.0,Minnesota Vikings / 4th / 100th pick / 1978,1978,
818,38,Paul Krause,22.0,36.0,DB,16,2.0,200.0,6-3,Iowa,2/19/1942,14,1.0,"Washington Redskins / 2nd / 18th pick / 1964, Denver Broncos / 12th / 89th pick / 1964",1978,
819,39,Sammy Johnson,48.0,26.0,RB,3,0.0,223.0,6-0,North Carolina,9/22/1952,4,0.0,San Francisco 49ers / 4th / 90th pick / 1974,1978,
820,40,Mark Kellar,39.0,26.0,RB,16,0.0,225.0,6-0,Northern Illinois,7/17/1952,2,0.0,Minnesota Vikings / 6th / 155th pick / 1974,1978,
821,41,Tommy Kramer,9.0,23.0,QB,4,0.0,200.0,6-2,Rice,3/7/1955,1,0.0,Minnesota Vikings / 1st / 27th pick / 1977,1978,
822,42,Harry Washington,80.0,22.0,WR,10,0.0,180.0,6-0,Colorado St.,7/30/1956,Rook,0.0,,1978,
823,43,Paul Harris,57.0,24.0,LB,1,0.0,220.0,6-3,Alabama,12/19/1954,1,0.0,Pittsburgh Steelers / 6th / 159th pick / 1977,1978,
824,44,Bob Lee,19.0,32.0,QB,3,0.0,195.0,6-2,"Arizona St.,Pacific",8/7/1946,9,0.0,Minnesota Vikings / 17th / 441st pick / 1968,1978,
825,45,Mike Wood,5.0,24.0,K,7,0.0,199.0,5-11,SE Missouri St.,9/3/1954,Rook,0.0,Minnesota Vikings / 8th / 204th pick / 1978,1978,
826,46,Steve Craig,84.0,27.0,TE,16,0.0,231.0,6-3,Northwestern,3/13/1951,4,0.0,Minnesota Vikings / 3rd / 64th pick / 1974,1978,
827,47,Brent McClanahan,33.0,27.0,RB,13,0.0,202.0,5-10,Arizona St.,9/21/1951,5,0.0,Minnesota Vikings / 5th / 118th pick / 1973,1978,
828,48,Kevin Miller,87.0,23.0,WR,16,0.0,180.0,5-10,Louisville,3/21/1955,Rook,0.0,,1978,
829,49,Team Total,,27.7,,16,,221.4,6-2.0,,,5.1,,,1978,
830,0,Tommy Kramer,9.0,24.0,QB,16,16.0,200.0,6-2,Rice,3/7/1955,2,10.0,Minnesota Vikings / 1st / 27th pick / 1977,1979,
831,1,Matt Blair,59.0,29.0,LB,16,16.0,232.0,6-5,Iowa St.,9/20/1950,5,10.0,Minnesota Vikings / 2nd / 51st pick / 1974,1979,
832,2,Ahmad Rashad,28.0,30.0,WR,16,16.0,205.0,6-2,Oregon,11/19/1949,7,10.0,St. Louis Cardinals / 1st / 4th pick / 1972,1979,
833,3,Rickey Young,34.0,26.0,RB,16,16.0,196.0,6-2,Jackson St.,12/7/1953,4,9.0,San Diego Chargers / 7th / 164th pick / 1975,1979,
834,4,James White,72.0,26.0,DT,16,16.0,265.0,6-3,Oklahoma St.,10/26/1953,3,8.0,Minnesota Vikings / 1st / 25th pick / 1976,1979,
835,5,Mark Mullaney,77.0,26.0,DE,16,16.0,242.0,6-6,Colorado St.,4/30/1953,4,7.0,Minnesota Vikings / 1st / 25th pick / 1975,1979,
836,6,Fred McNeill,54.0,27.0,LB,16,15.0,229.0,6-2,UCLA,5/6/1952,5,7.0,Minnesota Vikings / 1st / 17th pick / 1974,1979,
837,7,Tom Hannon,45.0,24.0,DB,16,16.0,193.0,5-11,Michigan St.,3/5/1955,2,7.0,Minnesota Vikings / 3rd / 83rd pick / 1977,1979,
838,8,Jim Marshall,70.0,42.0,DE,16,16.0,248.0,6-4,Ohio St.,12/30/1937,19,7.0,Cleveland Browns / 4th / 44th pick / 1960,1979,
839,9,Steve Riley,78.0,27.0,T,16,16.0,258.0,6-5,USC,11/23/1952,5,6.0,Minnesota Vikings / 1st / 25th pick / 1974,1979,
840,10,Ron Yary,73.0,33.0,T,16,16.0,255.0,6-5,"Cerritos (CA),USC",7/16/1946,11,6.0,Minnesota Vikings / 1st / 1st pick / 1968,1979,
841,11,Dennis Swilley,67.0,24.0,C,16,16.0,253.0,6-3,"Texas A&M,North Texas",6/28/1955,2,6.0,Minnesota Vikings / 2nd / 55th pick / 1977,1979,
842,12,Sammy White,85.0,25.0,WR,15,15.0,190.0,5-11,Grambling St.,3/16/1954,3,6.0,Minnesota Vikings / 2nd / 54th pick / 1976,1979,
843,13,John Turner,27.0,23.0,DB,16,16.0,197.0,6-0,Miami (FL),2/22/1956,1,6.0,Minnesota Vikings / 2nd / 48th pick / 1978,1979,
844,14,Wes Hamilton,61.0,26.0,G,16,16.0,261.0,6-3,Tulsa,4/24/1953,3,6.0,Minnesota Vikings / 3rd / 85th pick / 1976,1979,
845,15,Doug Sutherland,69.0,31.0,DT,16,10.0,250.0,6-3,Wisconsin–Superior,8/1/1948,9,5.0,New Orleans Saints / 14th / 348th pick / 1970,1979,
846,16,Jeff Siemon,50.0,29.0,LB,16,12.0,235.0,6-2,Stanford,6/2/1950,7,5.0,Minnesota Vikings / 1st / 10th pick / 1972,1979,
847,17,Ted Brown,23.0,22.0,RB,14,9.0,206.0,5-10,North Carolina St.,2/15/1957,Rook,5.0,Minnesota Vikings / 1st / 16th pick / 1979,1979,
848,18,Bobby Bryant,20.0,35.0,DB,14,14.0,170.0,6-1,South Carolina,1/24/1944,11,5.0,Minnesota Vikings / 7th / 167th pick / 1967,1979,
849,19,Randy Holloway,75.0,24.0,DE,16,0.0,250.0,6-5,Pittsburgh,8/26/1955,1,4.0,Minnesota Vikings / 1st / 21st pick / 1978,1979,
850,20,Paul Krause,22.0,37.0,DB,16,8.0,200.0,6-3,Iowa,2/19/1942,15,4.0,"Washington Redskins / 2nd / 18th pick / 1964, Denver Broncos / 12th / 89th pick / 1964",1979,
851,21,Charles Goodrum,68.0,29.0,G,15,9.0,256.0,6-3,Florida A&M,1/11/1950,6,4.0,Minnesota Vikings / 9th / 232nd pick / 1972,1979,
852,22,Jim Hough,51.0,23.0,G,16,7.0,267.0,6-2,Utah St.,8/4/1956,1,3.0,Minnesota Vikings / 4th / 100th pick / 1978,1979,
853,23,Nate Wright,43.0,32.0,DB,10,0.0,180.0,5-11,San Diego St.,12/21/1947,10,3.0,,1979,
854,24,Dave Roller,76.0,30.0,DT,15,6.0,270.0,6-2,Kentucky,10/28/1949,8,3.0,New York Giants / 13th / 330th pick / 1971,1979,
855,25,Keith Nord,49.0,22.0,DB,16,0.0,197.0,6-0,St. Cloud St.,3/13/1957,Rook,3.0,,1979,
856,26,Frank Myers,74.0,23.0,T,14,0.0,255.0,6-5,Texas A&M,1/4/1956,1,3.0,Baltimore Colts / 5th / 117th pick / 1978,1979,
857,27,Rick Danmeier,7.0,27.0,K,16,0.0,194.0,6-0,Sioux Falls,4/8/1952,2,3.0,,1979,
858,28,Dave Huffman,56.0,22.0,G,13,0.0,280.0,6-6,Notre Dame,4/4/1957,Rook,3.0,Minnesota Vikings / 2nd / 43rd pick / 1979,1979,
859,29,Scott Studwell,55.0,25.0,LB,14,4.0,228.0,6-2,Illinois,8/27/1954,2,3.0,Minnesota Vikings / 9th / 250th pick / 1977,1979,
860,30,Chuck Foreman,44.0,29.0,RB,12,7.0,210.0,6-2,Miami (FL),10/26/1950,6,3.0,Minnesota Vikings / 1st / 12th pick / 1973,1979,
861,31,Wally Hilgenberg,58.0,37.0,LB,8,0.0,229.0,6-3,Iowa,9/19/1942,15,3.0,"Detroit Lions / 4th / 48th pick / 1964, Denver Broncos / 8th / 57th pick / 1964",1979,
862,32,Kurt Knoff,25.0,25.0,DB,10,7.0,191.0,6-2,Kansas,4/6/1954,2,3.0,Denver Broncos / 2nd / 43rd pick / 1976,1979,
863,33,Greg Coleman,8.0,25.0,P,16,0.0,185.0,6-0,Florida A&M,9/9/1954,2,2.0,Cincinnati Bengals / 14th / 398th pick / 1976,1979,
864,34,Derrel Luce,57.0,27.0,LLB,16,1.0,226.0,6-3,Baylor,9/29/1952,4,2.0,Baltimore Colts / 7th / 168th pick / 1975,1979,
865,35,Bob Tucker,38.0,34.0,TE,16,15.0,230.0,6-3,Bloomsburg,6/8/1945,9,2.0,,1979,
866,36,Stu Voigt,83.0,31.0,TE,16,1.0,223.0,6-1,Wisconsin,8/12/1948,9,1.0,Minnesota Vikings / 10th / 260th pick / 1970,1979,
867,37,Nate Allen,25.0,31.0,DB,5,2.0,170.0,5-10,Texas Southern,5/13/1948,8,1.0,Kansas City Chiefs / 11th / 276th pick / 1971,1979,
868,38,Steve Niehaus,71.0,25.0,DT,3,0.0,263.0,6-4,Notre Dame,9/25/1954,3,1.0,Seattle Seahawks / 1st / 2nd pick / 1976,1979,
869,39,Robert Miller,35.0,26.0,RB,16,0.0,204.0,5-11,Kansas,1/9/1953,4,1.0,Minnesota Vikings / 5th / 129th pick / 1975,1979,
870,40,Tim Baylor,47.0,25.0,DB,16,1.0,195.0,6-6,Morgan St.,5/23/1954,3,1.0,Baltimore Colts / 10th / 283rd pick / 1976,1979,
871,41,Terry LeCount,80.0,23.0,WR,12,0.0,178.0,5-10,Florida,7/9/1956,1,1.0,San Francisco 49ers / 4th / 91st pick / 1978,1979,
872,42,Joe Harris,52.0,27.0,LLB,2,0.0,225.0,6-1,Georgia Tech,12/6/1952,2,1.0,Chicago Bears / 8th / 197th pick / 1975,1979,
873,43,Brent McClanahan,33.0,28.0,RB,16,0.0,202.0,5-10,Arizona St.,9/21/1951,6,1.0,Minnesota Vikings / 5th / 118th pick / 1973,1979,
874,44,Robert Steele,82.0,23.0,WR,16,0.0,196.0,6-4,North Alabama,8/2/1956,1,0.0,,1979,
875,45,Kevin Miller,87.0,24.0,WR,3,0.0,180.0,5-10,Louisville,3/21/1955,1,0.0,,1979,
876,46,Jimmy Edwards,32.0,27.0,RB,14,0.0,185.0,5-9,"Oklahoma,La-Monroe",9/19/1952,Rook,0.0,,1979,
877,47,Phil Wise,29.0,30.0,DB,1,0.0,190.0,6-0,"South Dakota,Nebraska-Omaha",4/25/1949,8,0.0,New York Jets / 6th / 136th pick / 1971,1979,
878,48,Steve Dils,12.0,24.0,QB,1,0.0,190.0,6-1,Stanford,12/8/1955,Rook,0.0,Minnesota Vikings / 4th / 97th pick / 1979,1979,
879,49,Douglas Cunningham,89.0,24.0,WR,6,1.0,195.0,6-3,Rice,11/14/1955,Rook,0.0,,1979,
880,50,Team Total,,27.4,,16,,218.6,6-1.8,,,4.7,,,1979,
881,0,Matt Blair,59.0,30.0,LB,14,14.0,232.0,6-5,Iowa St.,9/20/1950,6,12.0,Minnesota Vikings / 2nd / 51st pick / 1974,1980,
882,1,Ted Brown,23.0,23.0,RB,16,16.0,206.0,5-10,North Carolina St.,2/15/1957,1,12.0,Minnesota Vikings / 1st / 16th pick / 1979,1980,
883,2,Tommy Kramer,9.0,25.0,QB,15,15.0,200.0,6-2,Rice,3/7/1955,3,12.0,Minnesota Vikings / 1st / 27th pick / 1977,1980,
884,3,Ahmad Rashad,28.0,31.0,WR,16,16.0,205.0,6-2,Oregon,11/19/1949,8,10.0,St. Louis Cardinals / 1st / 4th pick / 1972,1980,
885,4,Steve Riley,78.0,28.0,T,16,16.0,258.0,6-5,USC,11/23/1952,6,8.0,Minnesota Vikings / 1st / 25th pick / 1974,1980,
886,5,Fred McNeill,54.0,28.0,LB,16,16.0,229.0,6-2,UCLA,5/6/1952,6,8.0,Minnesota Vikings / 1st / 17th pick / 1974,1980,
887,6,Sammy White,85.0,26.0,WR,16,16.0,190.0,5-11,Grambling St.,3/16/1954,4,8.0,Minnesota Vikings / 2nd / 54th pick / 1976,1980,
888,7,Randy Holloway,75.0,25.0,DE,16,16.0,250.0,6-5,Pittsburgh,8/26/1955,2,8.0,Minnesota Vikings / 1st / 21st pick / 1978,1980,
889,8,Dennis Swilley,67.0,25.0,C,16,16.0,253.0,6-3,"Texas A&M,North Texas",6/28/1955,3,8.0,Minnesota Vikings / 2nd / 55th pick / 1977,1980,
890,9,Scott Studwell,55.0,26.0,LB,16,14.0,228.0,6-2,Illinois,8/27/1954,3,7.0,Minnesota Vikings / 9th / 250th pick / 1977,1980,
891,10,Doug Sutherland,69.0,32.0,DT,16,14.0,250.0,6-3,Wisconsin–Superior,8/1/1948,10,7.0,New Orleans Saints / 14th / 348th pick / 1970,1980,
892,11,Mark Mullaney,77.0,27.0,DE,16,15.0,242.0,6-6,Colorado St.,4/30/1953,5,7.0,Minnesota Vikings / 1st / 25th pick / 1975,1980,
893,12,Ron Yary,73.0,34.0,T,14,14.0,255.0,6-5,"Cerritos (CA),USC",7/16/1946,12,7.0,Minnesota Vikings / 1st / 1st pick / 1968,1980,
894,13,John Turner,27.0,24.0,DB,16,16.0,197.0,6-0,Miami (FL),2/22/1956,2,7.0,Minnesota Vikings / 2nd / 48th pick / 1978,1980,
895,14,Rickey Young,34.0,27.0,RB,16,16.0,196.0,6-2,Jackson St.,12/7/1953,5,7.0,San Diego Chargers / 7th / 164th pick / 1975,1980,
896,15,James White,72.0,27.0,DT,16,16.0,265.0,6-3,Oklahoma St.,10/26/1953,4,7.0,Minnesota Vikings / 1st / 25th pick / 1976,1980,
897,16,Tom Hannon,45.0,25.0,DB,16,16.0,193.0,5-11,Michigan St.,3/5/1955,3,7.0,Minnesota Vikings / 3rd / 83rd pick / 1977,1980,
898,17,Kurt Knoff,25.0,26.0,DB,16,16.0,191.0,6-2,Kansas,4/6/1954,3,6.0,Denver Broncos / 2nd / 43rd pick / 1976,1980,
899,18,Wes Hamilton,61.0,27.0,G,13,13.0,261.0,6-3,Tulsa,4/24/1953,4,6.0,Minnesota Vikings / 3rd / 85th pick / 1976,1980,
900,19,Jim Hough,51.0,24.0,G,10,10.0,267.0,6-2,Utah St.,8/4/1956,2,5.0,Minnesota Vikings / 4th / 100th pick / 1978,1980,
901,20,Brent Boyd,62.0,23.0,G,16,9.0,268.0,6-3,UCLA,3/23/1957,Rook,5.0,Minnesota Vikings / 3rd / 68th pick / 1980,1980,
902,21,Bobby Bryant,20.0,36.0,DB,14,12.0,170.0,6-1,South Carolina,1/24/1944,12,5.0,Minnesota Vikings / 7th / 167th pick / 1967,1980,
903,22,Joe Senser,81.0,24.0,TE,16,0.0,235.0,6-4,West Chester,8/18/1956,Rook,4.0,Minnesota Vikings / 6th / 152nd pick / 1979,1980,
904,23,Keith Nord,49.0,23.0,DB,16,0.0,197.0,6-0,St. Cloud St.,3/13/1957,1,3.0,,1980,
905,24,Dave Roller,76.0,31.0,DT,15,2.0,270.0,6-2,Kentucky,10/28/1949,9,2.0,New York Giants / 13th / 330th pick / 1971,1980,
906,25,Jeff Siemon,50.0,30.0,LB,16,2.0,235.0,6-2,Stanford,6/2/1950,8,2.0,Minnesota Vikings / 1st / 10th pick / 1972,1980,
907,26,Terry LeCount,80.0,24.0,WR,16,0.0,178.0,5-10,Florida,7/9/1956,2,2.0,San Francisco 49ers / 4th / 91st pick / 1978,1980,
908,27,Doug Martin,79.0,23.0,DE,11,1.0,260.0,6-3,Washington,5/22/1957,Rook,2.0,Minnesota Vikings / 1st / 9th pick / 1980,1980,
909,28,Dennis Johnson,52.0,22.0,RILB,12,2.0,234.0,6-3,USC,6/19/1958,Rook,2.0,Minnesota Vikings / 4th / 92nd pick / 1980,1980,
910,29,Dave Huffman,56.0,23.0,G,16,2.0,280.0,6-6,Notre Dame,4/4/1957,1,2.0,Minnesota Vikings / 2nd / 43rd pick / 1979,1980,
911,30,Rick Danmeier,7.0,28.0,K,16,0.0,194.0,6-0,Sioux Falls,4/8/1952,3,2.0,,1980,
912,31,Greg Coleman,8.0,26.0,P,16,0.0,185.0,6-0,Florida A&M,9/9/1954,3,2.0,Cincinnati Bengals / 14th / 398th pick / 1976,1980,
913,32,Nate Wright,43.0,33.0,DB,16,4.0,180.0,5-11,San Diego St.,12/21/1947,11,2.0,,1980,
914,33,Bob Tucker,38.0,35.0,TE,16,13.0,230.0,6-3,Bloomsburg,6/8/1945,10,2.0,,1980,
915,34,Robert Miller,35.0,27.0,RB,16,0.0,204.0,5-11,Kansas,1/9/1953,5,1.0,Minnesota Vikings / 5th / 129th pick / 1975,1980,
916,35,Jim Langer,58.0,32.0,C,13,0.0,250.0,6-2,South Dakota St.,5/16/1948,10,1.0,,1980,
917,36,Doug Paschal,40.0,22.0,RB,16,0.0,217.0,6-2,North Carolina,3/5/1958,Rook,1.0,Minnesota Vikings / 5th / 121st pick / 1980,1980,
918,37,Henry Johnson,53.0,22.0,LB,16,0.0,235.0,6-1,Georgia Tech,3/20/1958,Rook,1.0,Minnesota Vikings / 7th / 174th pick / 1980,1980,
919,38,John Vella,71.0,30.0,T,8,0.0,258.0,6-4,USC,4/21/1950,8,1.0,Oakland Raiders / 2nd / 43rd pick / 1972,1980,
920,39,Steve Dils,12.0,25.0,QB,16,1.0,190.0,6-1,Stanford,12/8/1955,1,1.0,Minnesota Vikings / 4th / 97th pick / 1979,1980,
921,40,Larry Brune,24.0,27.0,DB,16,0.0,202.0,6-2,Rice,5/4/1953,Rook,1.0,Minnesota Vikings / 7th / 206th pick / 1976,1980,
922,41,Stu Voigt,83.0,32.0,TE,3,3.0,223.0,6-1,Wisconsin,8/12/1948,10,0.0,Minnesota Vikings / 10th / 260th pick / 1970,1980,
923,42,Nick Bebout,63.0,29.0,T,1,0.0,261.0,6-5,Wyoming,5/5/1951,7,0.0,Atlanta Falcons / 6th / 142nd pick / 1973,1980,
924,43,Ken Sanders,89.0,30.0,DE,6,0.0,240.0,6-5,Howard Payne,8/22/1950,8,0.0,Detroit Lions / 3rd / 65th pick / 1972,1980,
925,44,Eddie Payton,31.0,29.0,RB,16,0.0,175.0,5-8,Jackson St.,8/3/1951,3,0.0,,1980,
926,45,Melvin Mitchell,68.0,27.0,G,6,0.0,260.0,6-3,Tennessee St.,2/21/1953,4,0.0,Miami Dolphins / 4th / 98th pick / 1976,1980,
927,46,Derrel Luce,57.0,28.0,LLB,4,0.0,226.0,6-3,Baylor,9/29/1952,5,0.0,Baltimore Colts / 7th / 168th pick / 1975,1980,
928,47,Marvin Cobb,26.0,27.0,DB,2,0.0,189.0,6-0,USC,8/6/1953,5,0.0,Cincinnati Bengals / 11th / 276th pick / 1975,1980,
929,48,Bob Bruer,82.0,27.0,TE,12,0.0,235.0,6-5,Minnesota St.,5/22/1953,1,0.0,Houston Oilers / 9th / 221st pick / 1975,1980,
930,49,Kevin Miller,87.0,25.0,WR,4,0.0,180.0,5-10,Louisville,3/21/1955,2,0.0,,1980,
931,50,Team Total,,27.1,,16,,224.0,6-1.9,,,4.3,,,1980,
932,0,Ted Brown,23.0,24.0,RB,16,16.0,206.0,5-10,North Carolina St.,2/15/1957,2,11.0,Minnesota Vikings / 1st / 16th pick / 1979,1981,
933,1,Tommy Kramer,9.0,26.0,QB,14,14.0,200.0,6-2,Rice,3/7/1955,4,10.0,Minnesota Vikings / 1st / 27th pick / 1977,1981,
934,2,Matt Blair,59.0,31.0,LB,16,16.0,232.0,6-5,Iowa St.,9/20/1950,7,9.0,Minnesota Vikings / 2nd / 51st pick / 1974,1981,
935,3,Sammy White,85.0,27.0,WR,16,16.0,190.0,5-11,Grambling St.,3/16/1954,5,8.0,Minnesota Vikings / 2nd / 54th pick / 1976,1981,
936,4,Joe Senser,81.0,25.0,TE,16,16.0,235.0,6-4,West Chester,8/18/1956,1,8.0,Minnesota Vikings / 6th / 152nd pick / 1979,1981,
937,5,Tom Hannon,45.0,26.0,DB,16,16.0,193.0,5-11,Michigan St.,3/5/1955,4,8.0,Minnesota Vikings / 3rd / 83rd pick / 1977,1981,
938,6,Scott Studwell,55.0,27.0,LB,16,16.0,228.0,6-2,Illinois,8/27/1954,4,8.0,Minnesota Vikings / 9th / 250th pick / 1977,1981,
939,7,Fred McNeill,54.0,29.0,LB,16,16.0,229.0,6-2,UCLA,5/6/1952,7,8.0,Minnesota Vikings / 1st / 17th pick / 1974,1981,
940,8,Dennis Swilley,67.0,26.0,C,16,15.0,253.0,6-3,"Texas A&M,North Texas",6/28/1955,4,7.0,Minnesota Vikings / 2nd / 55th pick / 1977,1981,
