,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
620,4,Bobby Cross,57.0,24.0,T,12,12.0,240.0,6-4,S.F. Austin,7/4/1931,3,,Chicago Bears / 9th / 104th pick / 1952,1955,
621,5,Jack Dwyer,29.0,28.0,DB,2,0.0,175.0,5-11,Loyola Marymount,1/15/1927,4,,Philadelphia Eagles / 5th / 57th pick / 1951,1955,
622,6,Jack Ellena,60.0,24.0,G,12,4.0,225.0,6-1,UCLA,10/27/1931,Rook,,Los Angeles Rams / 19th / 229th pick / 1953,1955,
623,7,Tom Fears,80.0,33.0,E,12,12.0,216.0,6-2,"Santa Clara,UCLA",12/3/1922,7,,Cleveland Rams / 11th / 103rd pick / 1945,1955,
624,8,Sid Fournet,68.0,23.0,G,12,1.0,235.0,6-0,LSU,8/27/1932,Rook,,Los Angeles Rams / 2nd / 20th pick / 1955,1955,
625,9,Frank Fuller,71.0,26.0,DT,12,0.0,244.0,6-4,Kentucky,8/8/1929,2,,Los Angeles Rams / 26th / 313th pick / 1952,1955,
626,10,Bob Griffin,58.0,26.0,LB,12,8.0,235.0,6-3,Arkansas,2/12/1929,2,,Los Angeles Rams / 2nd / 25th pick / 1952,1955,
627,11,Art Hauser,65.0,26.0,DT,12,6.0,237.0,6-0,Xavier (OH),6/19/1929,1,,Los Angeles Rams / 5th / 58th pick / 1954,1955,
628,12,Hall Haynes,22.0,27.0,DB,9,5.0,187.0,6-0,Santa Clara,10/3/1928,5,,Washington Redskins / 2nd / 19th pick / 1950,1955,
629,13,Elroy Hirsch,40.0,32.0,E,9,8.0,190.0,6-2,"Wisconsin,Michigan",6/17/1923,9,,Cleveland Rams / 1st / 5th pick / 1945,1955,
630,14,John Hock,63.0,28.0,G,12,12.0,230.0,6-2,Santa Clara,3/7/1927,5,,Chicago Cardinals / 8th / 99th pick / 1950,1955,
631,15,Glenn Holtzman,79.0,25.0,T,12,4.0,250.0,6-3,North Texas,10/9/1930,Rook,,Los Angeles Rams / 26th / 310th pick / 1954,1955,
632,16,Ed Hughes,49.0,28.0,DB,12,7.0,184.0,6-1,"Cameron,North Carolina St.,Tulsa",10/23/1927,1,,Los Angeles Rams / 10th / 117th pick / 1954,1955,
633,17,Woodley Lewis,20.0,30.0,DB,12,1.0,185.0,6-0,Oregon,6/14/1925,5,,Los Angeles Rams / 8th / 103rd pick / 1950,1955,
634,18,Gene Lipscomb,78.0,24.0,DT,12,6.0,284.0,6-6,none,8/9/1931,2,,,1955,
635,19,Bob Long,89.0,21.0,LB,1,0.0,232.0,6-3,UCLA,2/24/1934,Rook,,Los Angeles Rams / 2nd / 18th pick / 1955,1955,
636,20,Tom McCormick,23.0,25.0,HB,6,2.0,185.0,5-11,Pacific,5/16/1930,2,,Los Angeles Rams / 8th / 97th pick / 1952,1955,
637,21,Bud McFadin,62.0,27.0,DT,12,12.0,260.0,6-3,Texas,8/21/1928,3,,Los Angeles Rams / 1st / 11th pick / 1951,1955,
638,22,Leon McLaughlin,50.0,30.0,C,12,12.0,228.0,6-2,UCLA,5/30/1925,4,,Los Angeles Rams / 21st / 193rd pick / 1947,1955,
639,23,Paul Miller,81.0,25.0,DE,12,12.0,226.0,6-2,LSU,11/8/1930,1,,Los Angeles Rams / 6th / 65th pick / 1953,1955,
640,24,Larry Morris,56.0,22.0,LB,12,7.0,226.0,6-2,Georgia Tech,12/10/1933,Rook,,Los Angeles Rams / 1st / 7th pick / 1955,1955,
641,25,Don Paul,57.0,30.0,LB,8,7.0,228.0,6-1,UCLA,3/18/1925,7,,Los Angeles Rams / 3rd / 21st pick / 1947,1955,
642,26,Duane Putnam,61.0,27.0,G,12,12.0,228.0,6-0,Pacific,9/5/1928,3,,Los Angeles Rams / 6th / 66th pick / 1952,1955,
643,27,Skeets Quinlan,21.0,27.0,HB,6,4.0,173.0,5-11,"TCU,San Diego St.",6/22/1928,3,,Los Angeles Rams / 4th / 49th pick / 1952,1955,
644,28,Les Richter,67.0,25.0,LB,12,12.0,238.0,6-3,California,10/6/1930,1,,Dallas Texans / 1st / 2nd pick / 1952,1955,
645,29,Andy Robustelli,84.0,30.0,DE,12,12.0,230.0,6-1,Arnold,12/6/1925,4,,Los Angeles Rams / 19th / 228th pick / 1951,1955,
646,30,Will Sherman,43.0,28.0,DB,12,12.0,190.0,6-2,St. Mary's (CA),10/20/1927,3,,New York Yanks / 26th / 311th pick / 1951,1955,
647,31,Corky Taylor,48.0,22.0,DB,10,6.0,189.0,5-10,Kansas St.,10/31/1933,Rook,,Los Angeles Rams / 2nd / 19th pick / 1955,1955,
648,32,Charlie Toogood,70.0,28.0,DT,12,8.0,232.0,6-0,Nebraska,7/16/1927,4,,"Los Angeles Rams / 3rd / 35th pick / 1951, Cleveland Browns / 26th / 338th pick / 1950",1955,
649,33,Dan Towler,32.0,27.0,FB,7,3.0,225.0,6-2,Washington & Jefferson,3/6/1928,5,,Los Angeles Rams / 25th / 324th pick / 1950,1955,
650,34,Norm Van Brocklin,11.0,29.0,QB,12,12.0,190.0,6-1,Oregon,3/15/1926,6,,Los Angeles Rams / 4th / 37th pick / 1949,1955,
651,35,Billy Wade,9.0,25.0,QB,7,0.0,202.0,6-2,Vanderbilt,10/4/1930,1,,Los Angeles Rams / 1st / 1st pick / 1952,1955,
652,36,Ron Waller,27.0,22.0,HB,12,12.0,180.0,5-11,Maryland,2/14/1933,Rook,,Los Angeles Rams / 2nd / 15th pick / 1955,1955,
653,37,Tank Younger,35.0,27.0,FB,8,7.0,225.0,6-3,Grambling St.,6/25/1928,6,,,1955,
654,38,Team Total,,26.4,,12,,215.3,6-1.5,,,2.9,,,1955,
655,0,Bob Boyd,82.0,28.0,E,12,4.0,201.0,6-2,Loyola Marymount,3/7/1928,6,,,1956,
656,1,Rudy Bukich,10.0,26.0,QB,3,0.0,195.0,6-1,"Iowa,USC",9/15/1930,3,,Los Angeles Rams / 2nd / 24th pick / 1953,1956,
657,2,Don Burroughs,25.0,25.0,DB,12,12.0,190.0,6-4,Colorado St.,8/19/1931,1,,,1956,
658,3,Bob Carey,88.0,26.0,E,7,4.0,219.0,6-5,Michigan St.,2/8/1930,4,,Los Angeles Rams / 1st / 13th pick / 1952,1956,
659,4,Jim Cason,41.0,29.0,DB,12,10.0,171.0,6-0,LSU,7/25/1927,8,,Chicago Cardinals / 7th / 55th pick / 1948,1956,
660,5,Jesse Castete,23.0,23.0,DB,3,0.0,180.0,5-11,McNeese St.,9/3/1933,Rook,,Chicago Bears / 24th / 287th pick / 1956,1956,
661,6,Leon Clarke,84.0,23.0,E,12,11.0,232.0,6-4,USC,1/10/1933,Rook,,Los Angeles Rams / 2nd / 14th pick / 1956,1956,
662,7,Dick Daugherty,50.0,27.0,G,12,12.0,219.0,6-1,Oregon,3/31/1929,5,,Los Angeles Rams / 18th / 217th pick / 1951,1956,
663,8,Jack Ellena,60.0,25.0,G,9,0.0,225.0,6-1,UCLA,10/27/1931,1,,Los Angeles Rams / 19th / 229th pick / 1953,1956,
664,9,Tom Fears,80.0,34.0,E,2,2.0,216.0,6-2,"Santa Clara,UCLA",12/3/1922,8,,Cleveland Rams / 11th / 103rd pick / 1945,1956,
665,10,Sid Fournet,68.0,24.0,G,12,8.0,235.0,6-0,LSU,8/27/1932,1,,Los Angeles Rams / 2nd / 20th pick / 1955,1956,
666,11,Bob Fry,75.0,26.0,T,12,12.0,235.0,6-4,Kentucky,11/11/1930,3,,Los Angeles Rams / 3rd / 36th pick / 1953,1956,
667,12,Bob Griffin,58.0,27.0,LB,6,5.0,235.0,6-3,Arkansas,2/12/1929,3,,Los Angeles Rams / 2nd / 25th pick / 1952,1956,
668,13,Art Hauser,65.0,27.0,DT,12,12.0,237.0,6-0,Xavier (OH),6/19/1929,2,,Los Angeles Rams / 5th / 58th pick / 1954,1956,
669,14,Elroy Hirsch,40.0,33.0,E,12,12.0,190.0,6-2,"Wisconsin,Michigan",6/17/1923,10,,Cleveland Rams / 1st / 5th pick / 1945,1956,
670,15,John Hock,63.0,29.0,G,12,9.0,230.0,6-2,Santa Clara,3/7/1927,6,,Chicago Cardinals / 8th / 99th pick / 1950,1956,
671,16,Bob Holladay,46.0,24.0,DB,4,0.0,175.0,5-11,Tulsa,3/13/1932,Rook,,,1956,
672,17,Glenn Holtzman,79.0,26.0,T,12,6.0,250.0,6-3,North Texas,10/9/1930,1,,Los Angeles Rams / 26th / 310th pick / 1954,1956,
673,18,Joe Marconi,34.0,22.0,FB,12,3.0,225.0,6-2,West Virginia,2/6/1934,Rook,,Los Angeles Rams / 1st / 6th pick / 1956,1956,
674,19,Bud McFadin,62.0,28.0,DT,12,12.0,260.0,6-3,Texas,8/21/1928,4,,Los Angeles Rams / 1st / 11th pick / 1951,1956,
675,20,Paul Miller,81.0,26.0,DE,12,12.0,226.0,6-2,LSU,11/8/1930,2,,Los Angeles Rams / 6th / 65th pick / 1953,1956,
676,21,Ron Miller,89.0,23.0,E,7,4.0,200.0,6-4,USC,4/17/1933,Rook,,,1956,
677,22,Larry Morris,31.0,23.0,LB,7,5.0,226.0,6-2,Georgia Tech,12/10/1933,1,,Los Angeles Rams / 1st / 7th pick / 1955,1956,
678,23,John Morrow,51.0,23.0,C,12,5.0,244.0,6-3,Michigan,4/27/1933,Rook,,Los Angeles Rams / 28th / 336th pick / 1956,1956,
679,24,Brad Myers,28.0,27.0,B,5,1.0,197.0,6-1,Bucknell,2/14/1929,3,,Los Angeles Rams / 9th / 109th pick / 1953,1956,
680,25,Ken Panfil,73.0,26.0,T,6,0.0,262.0,6-6,Purdue,9/16/1930,Rook,,Los Angeles Rams / 6th / 70th pick / 1954,1956,
681,26,Hugh Pitts,56.0,22.0,LB,9,7.0,223.0,6-2,TCU,4/8/1934,Rook,,Los Angeles Rams / 2nd / 23rd pick / 1956,1956,
682,27,Duane Putnam,61.0,28.0,G,12,12.0,228.0,6-0,Pacific,9/5/1928,4,,Los Angeles Rams / 6th / 66th pick / 1952,1956,
683,28,Skeets Quinlan,21.0,28.0,HB,2,0.0,173.0,5-11,"TCU,San Diego St.",6/22/1928,4,,Los Angeles Rams / 4th / 49th pick / 1952,1956,
684,29,Les Richter,48.0,26.0,LB,12,12.0,238.0,6-3,California,10/6/1930,2,,Dallas Texans / 1st / 2nd pick / 1952,1956,
685,30,Will Sherman,43.0,29.0,DB,12,12.0,190.0,6-2,St. Mary's (CA),10/20/1927,4,,New York Yanks / 26th / 311th pick / 1951,1956,
686,31,Rex Shiver,22.0,24.0,DB,8,2.0,190.0,6-0,Miami (FL),1/1/1932,Rook,,,1956,
687,32,Charlie Toogood,70.0,29.0,DT,7,6.0,232.0,6-0,Nebraska,7/16/1927,5,,"Los Angeles Rams / 3rd / 35th pick / 1951, Cleveland Browns / 26th / 338th pick / 1950",1956,
688,33,Norm Van Brocklin,11.0,30.0,QB,12,4.0,190.0,6-1,Oregon,3/15/1926,7,,Los Angeles Rams / 4th / 37th pick / 1949,1956,
689,34,Billy Wade,9.0,26.0,QB,12,8.0,202.0,6-2,Vanderbilt,10/4/1930,2,,Los Angeles Rams / 1st / 1st pick / 1952,1956,
690,35,Ron Waller,27.0,23.0,HB,9,5.0,180.0,5-11,Maryland,2/14/1933,1,,Los Angeles Rams / 2nd / 15th pick / 1955,1956,
691,36,Duane Wardlow,83.0,24.0,DE,9,9.0,215.0,6-4,Washington,7/2/1932,2,,Los Angeles Rams / 11th / 130th pick / 1954,1956,
692,37,Jesse Whittenton,44.0,22.0,DB,12,12.0,193.0,6-0,Texas-El Paso,5/9/1934,Rook,,Los Angeles Rams / 5th / 60th pick / 1956,1956,
693,38,Tommy Wilson,37.0,24.0,HB,12,4.0,203.0,6-0,none,9/1/1932,Rook,,,1956,
694,39,Tank Younger,35.0,28.0,FB,12,10.0,225.0,6-3,Grambling St.,6/25/1928,7,,,1956,
695,40,Team Total,,26.1,,12,,213.9,6-1.8,,,2.8,,,1956,
696,0,Jon Arnett,26.0,22.0,HB,12,9.0,197.0,5-11,USC,4/20/1935,Rook,,Los Angeles Rams / 1st / 2nd pick / 1957,1957,
697,1,Bob Boyd,82.0,29.0,E,12,9.0,201.0,6-2,Loyola Marymount,3/7/1928,7,,,1957,
698,2,Alex Bravo,21.0,27.0,DB,12,3.0,190.0,6-0,Cal Poly-San Luis Obispo,7/27/1930,Rook,,Los Angeles Rams / 9th / 106th pick / 1954,1957,
699,3,Don Burroughs,25.0,26.0,DB,12,10.0,190.0,6-4,Colorado St.,8/19/1931,2,,,1957,
700,4,Jesse Castete,23.0,24.0,DB,11,7.0,180.0,5-11,McNeese St.,9/3/1933,1,,Chicago Bears / 24th / 287th pick / 1956,1957,
701,5,Leon Clarke,84.0,24.0,E,9,7.0,232.0,6-4,USC,1/10/1933,1,,Los Angeles Rams / 2nd / 14th pick / 1956,1957,
702,6,Paige Cothren,36.0,22.0,K,12,0.0,201.0,5-11,Mississippi,7/12/1935,Rook,,Los Angeles Rams / 22nd / 256th pick / 1957,1957,
703,7,Dick Daugherty,50.0,28.0,G,9,4.0,219.0,6-1,Oregon,3/31/1929,6,,Los Angeles Rams / 18th / 217th pick / 1951,1957,
704,8,Bob Dougherty,57.0,25.0,LB,10,7.0,240.0,6-1,"Cincinnati,Kentucky",4/20/1932,Rook,,Los Angeles Rams / 20th / 238th pick / 1954,1957,
705,9,Bob Fry,75.0,27.0,T,12,12.0,235.0,6-4,Kentucky,11/11/1930,4,,Los Angeles Rams / 3rd / 36th pick / 1953,1957,
706,10,Frank Fuller,71.0,28.0,DT,10,9.0,244.0,6-4,Kentucky,8/8/1929,4,,Los Angeles Rams / 26th / 313th pick / 1952,1957,
707,11,Bob Griffin,58.0,28.0,LB,12,12.0,235.0,6-3,Arkansas,2/12/1929,4,,Los Angeles Rams / 2nd / 25th pick / 1952,1957,
708,12,Art Hauser,65.0,28.0,DT,12,11.0,237.0,6-0,Xavier (OH),6/19/1929,3,,Los Angeles Rams / 5th / 58th pick / 1954,1957,
709,13,Elroy Hirsch,40.0,34.0,E,12,8.0,190.0,6-2,"Wisconsin,Michigan",6/17/1923,11,,Cleveland Rams / 1st / 5th pick / 1945,1957,
710,14,John Hock,63.0,30.0,G,12,7.0,230.0,6-2,Santa Clara,3/7/1927,7,,Chicago Cardinals / 8th / 99th pick / 1950,1957,
711,15,Glenn Holtzman,79.0,27.0,T,12,6.0,250.0,6-3,North Texas,10/9/1930,2,,Los Angeles Rams / 26th / 310th pick / 1954,1957,
712,16,John Houser,62.0,22.0,G,12,5.0,238.0,6-3,Redlands,6/21/1935,Rook,,,1957,
713,17,Lamar Lundy,85.0,22.0,DE,12,7.0,245.0,6-7,Purdue,4/17/1935,Rook,,Los Angeles Rams / 4th / 47th pick / 1957,1957,
714,18,Joe Marconi,34.0,23.0,FB,10,3.0,225.0,6-2,West Virginia,2/6/1934,1,,Los Angeles Rams / 1st / 6th pick / 1956,1957,
715,19,Paul Miller,81.0,27.0,DE,12,10.0,226.0,6-2,LSU,11/8/1930,3,,Los Angeles Rams / 6th / 65th pick / 1953,1957,
716,20,Larry Morris,31.0,24.0,LB,6,6.0,226.0,6-2,Georgia Tech,12/10/1933,2,,Los Angeles Rams / 1st / 7th pick / 1955,1957,
717,21,Ken Panfil,73.0,27.0,T,12,6.0,262.0,6-6,Purdue,9/16/1930,1,,Los Angeles Rams / 6th / 70th pick / 1954,1957,
718,22,Jack Pardee,32.0,21.0,LB,12,7.0,225.0,6-2,Texas A&M,4/19/1936,Rook,,Los Angeles Rams / 2nd / 14th pick / 1957,1957,
719,23,Duane Putnam,61.0,29.0,G,12,12.0,228.0,6-0,Pacific,9/5/1928,5,,Los Angeles Rams / 6th / 66th pick / 1952,1957,
720,24,Les Richter,48.0,27.0,LB,12,12.0,238.0,6-3,California,10/6/1930,3,,Dallas Texans / 1st / 2nd pick / 1952,1957,
721,25,Will Sherman,43.0,30.0,DB,10,8.0,190.0,6-2,St. Mary's (CA),10/20/1927,5,,New York Yanks / 26th / 311th pick / 1951,1957,
722,26,Del Shofner,29.0,23.0,E,12,10.0,186.0,6-3,Baylor,12/11/1934,Rook,,Los Angeles Rams / 1st / 11th pick / 1957,1957,
723,27,Billy Ray Smith,80.0,22.0,DT,12,12.0,240.0,6-4,"Auburn,Arkansas",1/27/1935,Rook,,Los Angeles Rams / 3rd / 26th pick / 1957,1957,
724,28,George Strugar,77.0,23.0,DT,9,4.0,239.0,6-5,Washington,4/2/1934,Rook,,Los Angeles Rams / 3rd / 27th pick / 1957,1957,
725,29,Corky Taylor,47.0,24.0,DB,2,0.0,189.0,5-10,Kansas St.,10/31/1933,2,,Los Angeles Rams / 2nd / 19th pick / 1955,1957,
726,30,Norm Van Brocklin,11.0,31.0,QB,12,12.0,190.0,6-1,Oregon,3/15/1926,8,,Los Angeles Rams / 4th / 37th pick / 1949,1957,
727,31,Billy Wade,9.0,27.0,QB,5,0.0,202.0,6-2,Vanderbilt,10/4/1930,3,,Los Angeles Rams / 1st / 1st pick / 1952,1957,
728,32,Ron Waller,27.0,24.0,HB,11,3.0,180.0,5-11,Maryland,2/14/1933,2,,Los Angeles Rams / 2nd / 15th pick / 1955,1957,
729,33,Jesse Whittenton,44.0,23.0,DB,12,10.0,193.0,6-0,Texas-El Paso,5/9/1934,1,,Los Angeles Rams / 5th / 60th pick / 1956,1957,
730,34,Tommy Wilson,24.0,25.0,HB,11,7.0,203.0,6-0,none,9/1/1932,1,,,1957,
731,35,Tank Younger,35.0,29.0,FB,12,9.0,225.0,6-3,Grambling St.,6/25/1928,8,,,1957,
732,36,Team Total,,25.9,,12,,217.3,6-2.0,,,2.7,,,1957,
733,0,Jon Arnett,26.0,23.0,HB,12,12.0,197.0,5-11,USC,4/20/1935,1,,Los Angeles Rams / 1st / 2nd pick / 1957,1958,
734,1,John Baker,74.0,23.0,DE,12,0.0,279.0,6-6,North Carolina Central,6/10/1935,Rook,,Los Angeles Rams / 5th / 56th pick / 1958,1958,
735,2,Tom Braatz,83.0,25.0,RLB,1,0.0,216.0,6-1,Marquette,5/12/1933,1,,Washington Redskins / 14th / 159th pick / 1955,1958,
736,3,Charlie Bradshaw,79.0,22.0,T,12,0.0,255.0,6-6,Baylor,3/13/1936,Rook,,Los Angeles Rams / 8th / 94th pick / 1957,1958,
737,4,Alex Bravo,21.0,28.0,DB,6,2.0,190.0,6-0,Cal Poly-San Luis Obispo,7/27/1930,1,,Los Angeles Rams / 9th / 106th pick / 1954,1958,
738,5,Fred Bruney,47.0,27.0,DB,3,0.0,184.0,5-10,Ohio St.,12/30/1931,5,,Cleveland Browns / 3rd / 35th pick / 1953,1958,
739,6,Don Burroughs,25.0,27.0,DB,12,12.0,190.0,6-4,Colorado St.,8/19/1931,3,,,1958,
740,7,Leon Clarke,84.0,25.0,E,11,5.0,232.0,6-4,USC,1/10/1933,2,,Los Angeles Rams / 2nd / 14th pick / 1956,1958,
741,8,Paige Cothren,36.0,23.0,K,12,0.0,201.0,5-11,Mississippi,7/12/1935,1,,Los Angeles Rams / 22nd / 256th pick / 1957,1958,
742,9,Dick Daugherty,50.0,29.0,G,12,10.0,219.0,6-1,Oregon,3/31/1929,7,,Los Angeles Rams / 18th / 217th pick / 1951,1958,
743,10,Bob Fry,75.0,28.0,T,12,12.0,235.0,6-4,Kentucky,11/11/1930,5,,Los Angeles Rams / 3rd / 36th pick / 1953,1958,
744,11,Frank Fuller,71.0,29.0,DT,12,12.0,244.0,6-4,Kentucky,8/8/1929,5,,Los Angeles Rams / 26th / 313th pick / 1952,1958,
745,12,Jimmy Harris,44.0,24.0,DB,12,12.0,178.0,6-1,Oklahoma,11/12/1934,1,,Philadelphia Eagles / 5th / 50th pick / 1957,1958,
746,13,Glenn Holtzman,89.0,28.0,T,12,12.0,250.0,6-3,North Texas,10/9/1930,3,,Los Angeles Rams / 26th / 310th pick / 1954,1958,
747,14,John Houser,62.0,23.0,G,12,0.0,238.0,6-3,Redlands,6/21/1935,1,,,1958,
748,15,Floyd Iglehart,49.0,24.0,HB,1,0.0,197.0,6-4,Wiley,1/25/1934,Rook,,Los Angeles Rams / 6th / 67th pick / 1958,1958,
749,16,Bill Jobko,57.0,23.0,LB,9,2.0,224.0,6-2,Ohio St.,10/7/1935,Rook,,Los Angeles Rams / 7th / 80th pick / 1958,1958,
750,17,Jim Jones,37.0,23.0,DB,12,0.0,204.0,6-1,Washington,5/6/1935,Rook,,Los Angeles Rams / 3rd / 30th pick / 1958,1958,
751,18,Buck Lansford,63.0,25.0,G,12,12.0,232.0,6-2,Texas,11/4/1933,3,,Philadelphia Eagles / 2nd / 22nd pick / 1955,1958,
752,19,Lamar Lundy,85.0,23.0,DE,12,11.0,245.0,6-7,Purdue,4/17/1935,1,,Los Angeles Rams / 4th / 47th pick / 1957,1958,
753,20,Joe Marconi,34.0,24.0,FB,12,8.0,225.0,6-2,West Virginia,2/6/1934,2,,Los Angeles Rams / 1st / 6th pick / 1956,1958,
754,21,Lou Michaels,55.0,23.0,DE,12,12.0,243.0,6-2,Kentucky,9/28/1935,Rook,,Los Angeles Rams / 1st / 4th pick / 1958,1958,
755,22,Jack Morris,40.0,27.0,DB,12,10.0,189.0,6-0,Oregon,11/1/1931,Rook,,Los Angeles Rams / 7th / 84th pick / 1956,1958,
756,23,John Morrow,51.0,25.0,C,12,12.0,244.0,6-3,Michigan,4/27/1933,2,,Los Angeles Rams / 28th / 336th pick / 1956,1958,
757,24,Ken Panfil,73.0,28.0,T,12,12.0,262.0,6-6,Purdue,9/16/1930,2,,Los Angeles Rams / 6th / 70th pick / 1954,1958,
758,25,Jack Pardee,32.0,22.0,LB,12,12.0,225.0,6-2,Texas A&M,4/19/1936,1,,Los Angeles Rams / 2nd / 14th pick / 1957,1958,
759,26,Red Phillips,82.0,22.0,E,12,8.0,197.0,6-1,Auburn,2/5/1936,Rook,,Los Angeles Rams / 1st / 5th pick / 1958,1958,
760,27,Duane Putnam,61.0,30.0,G,12,12.0,228.0,6-0,Pacific,9/5/1928,6,,Los Angeles Rams / 6th / 66th pick / 1952,1958,
761,28,Les Richter,48.0,28.0,LB,12,12.0,238.0,6-3,California,10/6/1930,4,,Dallas Texans / 1st / 2nd pick / 1952,1958,
762,29,Frank Ryan,15.0,22.0,QB,5,0.0,199.0,6-3,Rice,7/12/1936,Rook,,Los Angeles Rams / 5th / 55th pick / 1958,1958,
763,30,Will Sherman,43.0,31.0,DB,11,11.0,190.0,6-2,St. Mary's (CA),10/20/1927,6,,New York Yanks / 26th / 311th pick / 1951,1958,
764,31,Del Shofner,29.0,24.0,E,12,11.0,186.0,6-3,Baylor,12/11/1934,1,,Los Angeles Rams / 1st / 11th pick / 1957,1958,
765,32,George Strugar,77.0,24.0,DT,12,12.0,239.0,6-5,Washington,4/2/1934,1,,Los Angeles Rams / 3rd / 27th pick / 1957,1958,
766,33,Clendon Thomas,46.0,23.0,DB,6,1.0,196.0,6-2,Oklahoma,12/28/1935,Rook,,Los Angeles Rams / 2nd / 19th pick / 1958,1958,
767,34,Billy Wade,9.0,28.0,QB,12,12.0,202.0,6-2,Vanderbilt,10/4/1930,4,,Los Angeles Rams / 1st / 1st pick / 1952,1958,
768,35,Ron Waller,27.0,25.0,HB,10,0.0,180.0,5-11,Maryland,2/14/1933,3,,Los Angeles Rams / 2nd / 15th pick / 1955,1958,
769,36,Roy Wilkins,78.0,25.0,LLB,12,0.0,224.0,6-3,Georgia,12/26/1933,Rook,,Los Angeles Rams / 6th / 64th pick / 1957,1958,
770,37,Tommy Wilson,24.0,26.0,HB,12,5.0,203.0,6-0,none,9/1/1932,2,,,1958,
771,38,Team Total,,25.2,,12,,217.9,6-2.3,,,1.9,,,1958,
772,0,Jon Arnett,26.0,24.0,HB,12,11.0,197.0,5-11,USC,4/20/1935,2,,Los Angeles Rams / 1st / 2nd pick / 1957,1959,
773,1,John Baker,74.0,24.0,DE,12,7.0,279.0,6-6,North Carolina Central,6/10/1935,1,,Los Angeles Rams / 5th / 56th pick / 1958,1959,
774,2,Charlie Bradshaw,79.0,23.0,T,12,12.0,255.0,6-6,Baylor,3/13/1936,1,,Los Angeles Rams / 8th / 94th pick / 1957,1959,
775,3,Gene Brito,80.0,34.0,DE,2,2.0,226.0,6-1,Loyola Marymount,10/23/1925,8,,Washington Redskins / 17th / 196th pick / 1951,1959,
776,4,Don Burroughs,25.0,28.0,DB,10,6.0,190.0,6-4,Colorado St.,8/19/1931,4,,,1959,
777,5,Leon Clarke,84.0,26.0,E,11,10.0,232.0,6-4,USC,1/10/1933,3,,Los Angeles Rams / 2nd / 14th pick / 1956,1959,
778,6,Paul Dickson,71.0,22.0,DT,10,0.0,252.0,6-5,Baylor,2/26/1937,Rook,,Los Angeles Rams / 1st / 9th pick / 1959,1959,
779,7,Tom Franckhauser,81.0,22.0,DB,12,10.0,195.0,6-0,Purdue,5/26/1937,Rook,,Los Angeles Rams / 3rd / 33rd pick / 1959,1959,
780,8,Bob Fry,75.0,29.0,T,12,12.0,235.0,6-4,Kentucky,11/11/1930,6,,Los Angeles Rams / 3rd / 36th pick / 1953,1959,
781,9,John Guzik,60.0,23.0,LB,12,2.0,231.0,6-3,Pittsburgh,7/12/1936,Rook,,Los Angeles Rams / 4th / 41st pick / 1958,1959,
782,10,John Houser,62.0,24.0,G,12,7.0,238.0,6-3,Redlands,6/21/1935,2,,,1959,
783,11,Buddy Humphrey,10.0,24.0,QB,2,0.0,198.0,6-1,Baylor,9/29/1935,Rook,,Los Angeles Rams / 2nd / 16th pick / 1959,1959,
784,12,Bill Jobko,57.0,24.0,LB,12,3.0,224.0,6-2,Ohio St.,10/7/1935,1,,Los Angeles Rams / 7th / 80th pick / 1958,1959,
785,13,Carl Karilivacz,31.0,29.0,DB,6,3.0,188.0,6-0,Syracuse,11/20/1930,6,,Detroit Lions / 23rd / 278th pick / 1953,1959,
786,14,Buck Lansford,63.0,26.0,G,4,4.0,232.0,6-2,Texas,11/4/1933,4,,Philadelphia Eagles / 2nd / 22nd pick / 1955,1959,
787,15,John LoVetere,76.0,23.0,DT,12,11.0,280.0,6-4,Compton CC (CA),5/31/1936,Rook,,,1959,
788,16,Lamar Lundy,85.0,24.0,DE,12,11.0,245.0,6-7,Purdue,4/17/1935,2,,Los Angeles Rams / 4th / 47th pick / 1957,1959,
789,17,Joe Marconi,34.0,25.0,FB,12,3.0,225.0,6-2,West Virginia,2/6/1934,3,,Los Angeles Rams / 1st / 6th pick / 1956,1959,
790,18,Ollie Matson,33.0,29.0,RB,12,9.0,220.0,6-2,San Francisco,5/1/1930,7,,Chicago Cardinals / 1st / 3rd pick / 1952,1959,
791,19,Eddie Meador,21.0,22.0,DB,12,11.0,193.0,5-11,Arkansas Tech,8/10/1937,Rook,,Los Angeles Rams / 7th / 80th pick / 1959,1959,
792,20,Lou Michaels,83.0,24.0,DE,12,12.0,243.0,6-2,Kentucky,9/28/1935,1,,Los Angeles Rams / 1st / 4th pick / 1958,1959,
793,21,Jack Morris,40.0,28.0,DB,12,5.0,189.0,6-0,Oregon,11/1/1931,1,,Los Angeles Rams / 7th / 84th pick / 1956,1959,
794,22,John Morrow,51.0,26.0,C,11,11.0,244.0,6-3,Michigan,4/27/1933,3,,Los Angeles Rams / 28th / 336th pick / 1956,1959,
795,23,Jack Pardee,32.0,23.0,LB,12,9.0,225.0,6-2,Texas A&M,4/19/1936,2,,Los Angeles Rams / 2nd / 14th pick / 1957,1959,
796,24,Red Phillips,82.0,23.0,E,9,8.0,197.0,6-1,Auburn,2/5/1936,1,,Los Angeles Rams / 1st / 5th pick / 1958,1959,
