,Week,Day,Date,Time,Outcome,OT,Rec,Home,Opp,Score_Tm,Score_Opp,Offense_1stD,Offense_TotYd,Offense_PassY,Offense_RushY,Offense_TO,Defense_1stD,Defense_TotYd,Defense_PassY,Defense_RushY,Defense_TO,Year,Expected Points_Offense,Expected Points_Defense,Expected Points_Sp. Tms
149,10,Sun,November 10,1:00PM ET,W,False,1-9,True,St. Louis Cardinals,16.0,0.0,16.0,306.0,182.0,124.0,2.0,17.0,279.0,184.0,95.0,3.0,1985,,,
150,11,Sun,November 17,1:00PM ET,L,False,1-10,False,New York Jets,28.0,62.0,15.0,212.0,190.0,22.0,5.0,35.0,581.0,379.0,202.0,3.0,1985,,,
151,12,Sun,November 24,1:00PM ET,W,True,2-10,True,Detroit Lions,19.0,16.0,23.0,288.0,119.0,169.0,,16.0,273.0,200.0,73.0,1.0,1985,,,
152,13,Sun,December 1,1:00PM ET,L,False,2-11,False,Green Bay Packers,0.0,21.0,5.0,65.0,11.0,54.0,1.0,31.0,512.0,280.0,232.0,4.0,1985,,,
153,14,Sun,December 8,4:00PM ET,L,False,2-12,False,Minnesota Vikings,7.0,26.0,17.0,327.0,176.0,151.0,6.0,23.0,474.0,309.0,165.0,5.0,1985,,,
154,15,Sun,December 15,1:00PM ET,L,False,2-13,True,Indianapolis Colts,23.0,31.0,23.0,387.0,230.0,157.0,4.0,23.0,384.0,127.0,257.0,1.0,1985,,,
155,16,Sun,December 22,1:00PM ET,L,False,2-14,True,Green Bay Packers,17.0,20.0,22.0,330.0,241.0,89.0,4.0,18.0,331.0,192.0,139.0,4.0,1985,,,
156,1,Sun,September 7,1:00PM ET,L,False,0-1,True,San Francisco 49ers,7.0,31.0,17.0,286.0,195.0,91.0,7.0,28.0,453.0,345.0,108.0,2.0,1986,,,
157,2,Sun,September 14,4:00PM ET,L,False,0-2,True,Minnesota Vikings,10.0,23.0,21.0,239.0,156.0,83.0,3.0,17.0,242.0,120.0,122.0,,1986,,,
158,3,Sun,September 21,1:00PM ET,W,False,1-2,False,Detroit Lions,24.0,20.0,14.0,253.0,24.0,229.0,1.0,26.0,379.0,286.0,93.0,5.0,1986,,,
159,4,Sun,September 28,4:00PM ET,L,True,1-3,True,Atlanta Falcons,20.0,23.0,18.0,322.0,147.0,175.0,1.0,28.0,490.0,241.0,249.0,2.0,1986,,,
160,5,Sun,October 5,4:00PM ET,L,True,1-4,False,Los Angeles Rams,20.0,26.0,14.0,234.0,60.0,174.0,1.0,20.0,357.0,106.0,251.0,2.0,1986,,,
161,6,Sun,October 12,1:00PM ET,L,False,1-5,True,St. Louis Cardinals,19.0,30.0,19.0,347.0,257.0,90.0,,23.0,431.0,213.0,218.0,1.0,1986,,,
162,7,Sun,October 19,1:00PM ET,L,False,1-6,False,New Orleans Saints,7.0,38.0,16.0,220.0,160.0,60.0,5.0,28.0,450.0,185.0,265.0,2.0,1986,,,
163,8,Sun,October 26,1:00PM ET,L,False,1-7,False,Kansas City Chiefs,20.0,27.0,16.0,216.0,86.0,130.0,2.0,20.0,355.0,222.0,133.0,2.0,1986,,,
164,9,Sun,November 2,1:00PM ET,W,False,2-7,True,Buffalo Bills,34.0,28.0,20.0,306.0,171.0,135.0,,23.0,403.0,324.0,79.0,3.0,1986,,,
165,10,Sun,November 9,1:00PM ET,L,False,2-8,True,Chicago Bears,3.0,23.0,14.0,272.0,188.0,84.0,2.0,20.0,434.0,258.0,176.0,1.0,1986,,,
166,11,Sun,November 16,1:00PM ET,L,False,2-9,False,Green Bay Packers,7.0,31.0,16.0,263.0,200.0,63.0,3.0,24.0,437.0,283.0,154.0,4.0,1986,,,
167,12,Sun,November 23,1:00PM ET,L,False,2-10,True,Detroit Lions,17.0,38.0,26.0,380.0,193.0,187.0,4.0,22.0,393.0,264.0,129.0,2.0,1986,,,
168,13,Sun,November 30,1:00PM ET,L,False,2-11,False,Minnesota Vikings,13.0,45.0,20.0,267.0,166.0,101.0,3.0,25.0,463.0,342.0,121.0,,1986,,,
169,14,Sun,December 7,1:00PM ET,L,False,2-12,False,Chicago Bears,14.0,48.0,13.0,271.0,221.0,50.0,5.0,23.0,432.0,187.0,245.0,3.0,1986,,,
170,15,Sun,December 14,1:00PM ET,L,False,2-13,True,Green Bay Packers,7.0,21.0,14.0,242.0,117.0,125.0,2.0,20.0,349.0,173.0,176.0,,1986,,,
171,16,Sun,December 21,1:00PM ET,L,False,2-14,False,St. Louis Cardinals,17.0,21.0,15.0,243.0,157.0,86.0,3.0,15.0,265.0,136.0,129.0,3.0,1986,,,
172,1,Sun,September 13,1:00PM ET,W,False,1-0,True,Atlanta Falcons,48.0,10.0,30.0,460.0,333.0,127.0,2.0,13.0,197.0,134.0,63.0,3.0,1987,,,
173,2,Sun,September 20,1:00PM ET,L,False,1-1,False,Chicago Bears,3.0,20.0,18.0,262.0,173.0,89.0,4.0,18.0,301.0,133.0,168.0,4.0,1987,,,
174,4,Sun,October 4,1:00PM ET,W,False,2-1,False,Detroit Lions,31.0,27.0,12.0,219.0,106.0,113.0,1.0,12.0,262.0,161.0,101.0,4.0,1987,,,
175,5,Sun,October 11,1:00PM ET,L,False,2-2,True,San Diego Chargers,13.0,17.0,7.0,201.0,70.0,131.0,1.0,22.0,385.0,260.0,125.0,3.0,1987,,,
176,6,Sun,October 18,1:00PM ET,W,False,3-2,True,Minnesota Vikings,20.0,10.0,15.0,268.0,193.0,75.0,2.0,16.0,175.0,152.0,23.0,6.0,1987,,,
177,7,Sun,October 25,1:00PM ET,L,False,3-3,True,Chicago Bears,26.0,27.0,20.0,285.0,184.0,101.0,,19.0,300.0,209.0,91.0,4.0,1987,,,
178,8,Sun,November 1,1:00PM ET,W,False,4-3,False,Green Bay Packers,23.0,17.0,20.0,279.0,190.0,89.0,1.0,22.0,279.0,190.0,89.0,2.0,1987,,,
179,9,Sun,November 8,1:00PM ET,L,False,4-4,False,St. Louis Cardinals,28.0,31.0,26.0,377.0,294.0,83.0,1.0,26.0,415.0,278.0,137.0,2.0,1987,,,
180,10,Sun,November 15,1:00PM ET,L,False,4-5,False,Minnesota Vikings,17.0,23.0,14.0,259.0,244.0,15.0,4.0,23.0,330.0,106.0,224.0,1.0,1987,,,
181,11,Sun,November 22,1:00PM ET,L,False,4-6,True,San Francisco 49ers,10.0,24.0,14.0,256.0,196.0,60.0,2.0,28.0,432.0,295.0,137.0,1.0,1987,,,
182,12,Sun,November 29,4:00PM ET,L,False,4-7,False,Los Angeles Rams,3.0,35.0,11.0,201.0,122.0,79.0,3.0,27.0,425.0,212.0,213.0,1.0,1987,,,
183,13,Sun,December 6,4:00PM ET,L,False,4-8,False,New Orleans Saints,34.0,44.0,27.0,449.0,352.0,97.0,4.0,19.0,365.0,248.0,117.0,1.0,1987,,,
184,14,Sun,December 13,4:00PM ET,L,False,4-9,True,Detroit Lions,10.0,20.0,20.0,263.0,216.0,47.0,1.0,22.0,298.0,108.0,190.0,1.0,1987,,,
185,15,Sun,December 20,4:00PM ET,L,False,4-10,True,St. Louis Cardinals,14.0,31.0,19.0,370.0,207.0,163.0,4.0,24.0,351.0,217.0,134.0,2.0,1987,,,
186,16,Sun,December 27,1:00PM ET,L,False,4-11,False,Indianapolis Colts,6.0,24.0,10.0,232.0,136.0,96.0,1.0,23.0,472.0,246.0,226.0,1.0,1987,,,
187,1,Sun,September 4,1:00PM ET,L,False,0-1,True,Philadelphia Eagles,14.0,41.0,19.0,362.0,319.0,43.0,5.0,18.0,389.0,248.0,141.0,2.0,1988,,,
188,2,Sun,September 11,1:00PM ET,W,False,1-1,False,Green Bay Packers,13.0,10.0,18.0,266.0,118.0,148.0,2.0,13.0,240.0,181.0,59.0,2.0,1988,,,
189,3,Sun,September 18,1:00PM ET,L,False,1-2,True,Phoenix Cardinals,24.0,30.0,15.0,298.0,184.0,114.0,3.0,24.0,475.0,294.0,181.0,,1988,,,
190,4,Sun,September 25,1:00PM ET,L,False,1-3,False,New Orleans Saints,9.0,13.0,19.0,296.0,204.0,92.0,1.0,18.0,268.0,151.0,117.0,1.0,1988,,,
191,5,Sun,October 2,1:00PM ET,W,False,2-3,True,Green Bay Packers,27.0,24.0,17.0,368.0,283.0,85.0,5.0,22.0,426.0,354.0,72.0,3.0,1988,,,
192,6,Sun,October 9,1:00PM ET,L,False,2-4,False,Minnesota Vikings,13.0,14.0,18.0,331.0,154.0,177.0,3.0,15.0,276.0,207.0,69.0,2.0,1988,,,
193,7,Sun,October 16,1:00PM ET,L,False,2-5,False,Indianapolis Colts,31.0,35.0,24.0,483.0,444.0,39.0,2.0,25.0,349.0,246.0,103.0,2.0,1988,,,
194,8,Sun,October 23,1:00PM ET,L,False,2-6,True,Minnesota Vikings,20.0,49.0,18.0,243.0,215.0,28.0,7.0,25.0,433.0,305.0,128.0,1.0,1988,,,
195,9,Sun,October 30,1:00PM ET,L,False,2-7,True,Miami Dolphins,14.0,17.0,21.0,362.0,283.0,79.0,5.0,20.0,309.0,266.0,43.0,,1988,,,
196,10,Sun,November 6,1:00PM ET,L,False,2-8,False,Chicago Bears,10.0,28.0,25.0,357.0,273.0,84.0,2.0,19.0,338.0,269.0,69.0,3.0,1988,,,
197,11,Sun,November 13,1:00PM ET,W,False,3-8,False,Detroit Lions,23.0,20.0,17.0,304.0,79.0,225.0,4.0,21.0,278.0,203.0,75.0,3.0,1988,,,
198,12,Sun,November 20,1:00PM ET,L,False,3-9,True,Chicago Bears,15.0,27.0,18.0,321.0,153.0,168.0,3.0,16.0,339.0,200.0,139.0,4.0,1988,,,
199,13,Sun,November 27,1:00PM ET,L,False,3-10,False,Atlanta Falcons,10.0,17.0,16.0,313.0,186.0,127.0,4.0,16.0,289.0,108.0,181.0,2.0,1988,,,
200,14,Sun,December 4,1:00PM ET,W,False,4-10,True,Buffalo Bills,10.0,5.0,19.0,253.0,143.0,110.0,,16.0,273.0,234.0,39.0,2.0,1988,,,
201,15,Sun,December 11,1:00PM ET,L,True,4-11,False,New England Patriots,7.0,10.0,14.0,262.0,131.0,131.0,2.0,11.0,223.0,147.0,76.0,2.0,1988,,,
202,16,Sun,December 18,1:00PM ET,W,False,5-11,True,Detroit Lions,21.0,10.0,17.0,242.0,139.0,103.0,4.0,14.0,250.0,191.0,59.0,4.0,1988,,,
203,1,Sun,September 10,1:00PM ET,W,False,1-0,False,Green Bay Packers,23.0,21.0,26.0,347.0,205.0,142.0,,17.0,321.0,218.0,103.0,3.0,1989,,,
204,2,Sun,September 17,4:00PM ET,L,False,1-1,True,San Francisco 49ers,16.0,20.0,13.0,217.0,126.0,91.0,3.0,22.0,307.0,244.0,63.0,3.0,1989,,,
205,3,Sun,September 24,1:00PM ET,W,False,2-1,True,New Orleans Saints,20.0,10.0,20.0,336.0,218.0,118.0,3.0,25.0,325.0,211.0,114.0,2.0,1989,,,
206,4,Sun,October 1,1:00PM ET,L,False,2-2,False,Minnesota Vikings,3.0,17.0,7.0,158.0,64.0,94.0,1.0,23.0,365.0,203.0,162.0,3.0,1989,,,
207,5,Sun,October 8,1:00PM ET,W,False,3-2,True,Chicago Bears,42.0,35.0,27.0,415.0,268.0,147.0,2.0,22.0,350.0,214.0,136.0,3.0,1989,,,
208,6,Sun,October 15,1:00PM ET,L,False,3-3,True,Detroit Lions,16.0,17.0,14.0,191.0,103.0,88.0,1.0,20.0,376.0,237.0,139.0,4.0,1989,,,
209,7,Sun,October 22,1:00PM ET,L,False,3-4,False,Washington Redskins,28.0,32.0,13.0,297.0,296.0,1.0,2.0,24.0,388.0,209.0,179.0,2.0,1989,,,
210,8,Sun,October 29,1:00PM ET,L,False,3-5,False,Cincinnati Bengals,23.0,56.0,21.0,475.0,336.0,139.0,4.0,30.0,482.0,294.0,188.0,2.0,1989,,,
211,9,Sun,November 5,1:00PM ET,L,False,3-6,True,Cleveland Browns,31.0,42.0,24.0,398.0,349.0,49.0,4.0,18.0,271.0,157.0,114.0,,1989,,,
212,10,Sun,November 12,1:00PM ET,L,False,3-7,True,Minnesota Vikings,10.0,24.0,13.0,201.0,111.0,90.0,2.0,18.0,303.0,145.0,158.0,1.0,1989,,,
213,11,Sun,November 19,1:00PM ET,W,False,4-7,False,Chicago Bears,32.0,31.0,21.0,390.0,263.0,127.0,,14.0,377.0,266.0,111.0,4.0,1989,,,
214,12,Sun,November 26,4:00PM ET,W,False,5-7,False,Phoenix Cardinals,14.0,13.0,23.0,260.0,139.0,121.0,2.0,12.0,237.0,194.0,43.0,2.0,1989,,,
215,13,Sun,December 3,1:00PM ET,L,False,5-8,True,Green Bay Packers,16.0,17.0,18.0,258.0,170.0,88.0,5.0,19.0,376.0,315.0,61.0,3.0,1989,,,
216,14,Sun,December 10,1:00PM ET,L,False,5-9,False,Houston Oilers,17.0,20.0,23.0,353.0,287.0,66.0,2.0,15.0,284.0,149.0,135.0,2.0,1989,,,
217,15,Sun,December 17,1:00PM ET,L,False,5-10,False,Detroit Lions,7.0,33.0,6.0,225.0,163.0,62.0,5.0,24.0,382.0,212.0,170.0,2.0,1989,,,
218,16,Sun,December 24,1:00PM ET,L,False,5-11,True,Pittsburgh Steelers,22.0,31.0,19.0,321.0,237.0,84.0,1.0,14.0,316.0,169.0,147.0,3.0,1989,,,
219,1,Sun,September 9,1:00PM ET,W,False,1-0,False,Detroit Lions,38.0,21.0,20.0,375.0,237.0,138.0,2.0,18.0,258.0,168.0,90.0,6.0,1990,,,
220,2,Sun,September 16,1:00PM ET,L,False,1-1,True,Los Angeles Rams,14.0,35.0,13.0,255.0,194.0,61.0,2.0,22.0,389.0,253.0,136.0,,1990,,,
221,3,Sun,September 23,8:00PM ET,W,False,2-1,True,Detroit Lions,23.0,20.0,19.0,323.0,171.0,152.0,1.0,18.0,307.0,152.0,155.0,2.0,1990,,,
222,4,Sun,September 30,1:00PM ET,W,True,3-1,False,Minnesota Vikings,23.0,20.0,15.0,336.0,150.0,186.0,1.0,24.0,414.0,244.0,170.0,2.0,1990,,,
223,5,Sun,October 7,1:00PM ET,L,False,3-2,False,Dallas Cowboys,10.0,14.0,12.0,271.0,164.0,107.0,1.0,19.0,304.0,149.0,155.0,1.0,1990,,,
224,6,Sun,October 14,1:00PM ET,W,False,4-2,True,Green Bay Packers,26.0,14.0,15.0,356.0,256.0,100.0,1.0,22.0,381.0,345.0,36.0,6.0,1990,,,
225,7,Sun,October 21,1:00PM ET,L,False,4-3,True,Dallas Cowboys,13.0,17.0,22.0,331.0,241.0,90.0,5.0,14.0,223.0,145.0,78.0,1.0,1990,,,
226,8,Sun,October 28,4:00PM ET,L,False,4-4,False,San Diego Chargers,10.0,41.0,8.0,157.0,119.0,38.0,7.0,17.0,314.0,157.0,157.0,1.0,1990,,,
227,9,Sun,November 4,4:00PM ET,L,False,4-5,True,Chicago Bears,6.0,26.0,9.0,205.0,113.0,92.0,6.0,21.0,378.0,191.0,187.0,3.0,1990,,,
228,10,Sun,November 11,1:00PM ET,L,False,4-6,False,New Orleans Saints,7.0,35.0,15.0,199.0,110.0,89.0,3.0,17.0,295.0,84.0,211.0,2.0,1990,,,
229,11,Sun,November 18,4:00PM ET,L,False,4-7,False,San Francisco 49ers,7.0,31.0,13.0,180.0,78.0,102.0,1.0,22.0,393.0,241.0,152.0,1.0,1990,,,
230,12,Sun,November 25,1:00PM ET,L,False,4-8,False,Green Bay Packers,10.0,20.0,19.0,322.0,261.0,61.0,2.0,16.0,331.0,187.0,144.0,1.0,1990,,,
231,13,Sun,December 2,1:00PM ET,W,False,5-8,True,Atlanta Falcons,23.0,17.0,16.0,373.0,331.0,42.0,3.0,22.0,374.0,152.0,222.0,4.0,1990,,,
232,14,,,,,False,,True,Bye Week,,,,,,,,,,,,,1990,,,
233,15,Sun,December 16,1:00PM ET,W,False,6-8,True,Minnesota Vikings,26.0,13.0,13.0,345.0,146.0,199.0,2.0,20.0,433.0,377.0,56.0,8.0,1990,,,
234,16,Sun,December 23,1:00PM ET,L,False,6-9,False,Chicago Bears,14.0,27.0,13.0,209.0,110.0,99.0,3.0,24.0,368.0,249.0,119.0,3.0,1990,,,
235,17,Sun,December 30,4:00PM ET,L,False,6-10,True,New York Jets,14.0,16.0,16.0,238.0,168.0,70.0,3.0,17.0,317.0,162.0,155.0,1.0,1990,,,
236,1,Sun,September 1,1:00PM ET,L,False,0-1,False,New York Jets,13.0,16.0,15.0,277.0,190.0,87.0,2.0,19.0,271.0,152.0,119.0,,1991,,,
237,2,Sun,September 8,1:00PM ET,L,False,0-2,True,Chicago Bears,20.0,21.0,16.0,257.0,125.0,132.0,1.0,20.0,247.0,147.0,100.0,4.0,1991,,,
238,3,Sun,September 15,1:00PM ET,L,False,0-3,False,Green Bay Packers,13.0,15.0,17.0,305.0,231.0,74.0,1.0,21.0,340.0,243.0,97.0,1.0,1991,,,
239,4,Sun,September 22,4:00PM ET,L,False,0-4,True,Buffalo Bills,10.0,17.0,22.0,303.0,165.0,138.0,1.0,19.0,421.0,301.0,120.0,2.0,1991,,,
240,5,Sun,September 29,1:00PM ET,L,False,0-5,False,Detroit Lions,3.0,31.0,16.0,187.0,106.0,81.0,4.0,21.0,359.0,147.0,212.0,4.0,1991,,,
241,6,Sun,October 6,1:00PM ET,W,False,1-5,True,Philadelphia Eagles,14.0,13.0,12.0,193.0,133.0,60.0,6.0,12.0,171.0,54.0,117.0,4.0,1991,,,
242,7,,,,,False,,True,Bye Week,,,,,,,,,,,,,1991,,,
243,8,Sun,October 20,1:00PM ET,L,False,1-6,False,New Orleans Saints,7.0,23.0,12.0,219.0,173.0,46.0,3.0,17.0,284.0,205.0,79.0,2.0,1991,,,
244,9,Sun,October 27,1:00PM ET,L,False,1-7,True,Green Bay Packers,0.0,27.0,12.0,170.0,135.0,35.0,8.0,13.0,244.0,185.0,59.0,2.0,1991,,,
245,10,Sun,November 3,1:00PM ET,L,False,1-8,False,Minnesota Vikings,13.0,28.0,16.0,231.0,105.0,126.0,5.0,18.0,315.0,153.0,162.0,,1991,,,
246,11,Sun,November 10,1:00PM ET,W,False,2-8,True,Detroit Lions,30.0,21.0,19.0,346.0,165.0,181.0,1.0,18.0,345.0,226.0,119.0,4.0,1991,,,
247,12,Sun,November 17,1:00PM ET,L,False,2-9,False,Atlanta Falcons,7.0,43.0,15.0,249.0,207.0,42.0,3.0,20.0,358.0,226.0,132.0,,1991,,,
248,13,Sun,November 24,1:00PM ET,L,False,2-10,True,New York Giants,14.0,21.0,13.0,227.0,88.0,139.0,2.0,15.0,236.0,158.0,78.0,,1991,,,
249,14,Sun,December 1,1:00PM ET,L,False,2-11,False,Miami Dolphins,14.0,33.0,19.0,258.0,199.0,59.0,2.0,25.0,468.0,297.0,171.0,1.0,1991,,,
250,15,Sun,December 8,8:00PM ET,L,False,2-12,True,Minnesota Vikings,24.0,26.0,20.0,373.0,328.0,45.0,,22.0,436.0,140.0,296.0,,1991,,,
251,16,Sat,December 14,12:30PM ET,L,False,2-13,False,Chicago Bears,0.0,27.0,7.0,106.0,54.0,52.0,4.0,23.0,254.0,72.0,182.0,,1991,,,
252,17,Sun,December 22,1:00PM ET,W,False,3-13,True,Indianapolis Colts,17.0,3.0,18.0,300.0,168.0,132.0,4.0,12.0,230.0,166.0,64.0,3.0,1991,,,
253,1,Sun,September 6,4:00PM ET,W,False,1-0,True,Phoenix Cardinals,23.0,7.0,17.0,268.0,140.0,128.0,,14.0,181.0,120.0,61.0,3.0,1992,,,
254,2,Sun,September 13,1:00PM ET,W,False,2-0,True,Green Bay Packers,31.0,3.0,21.0,395.0,333.0,62.0,1.0,16.0,215.0,106.0,109.0,3.0,1992,,,
255,3,Sun,September 20,1:00PM ET,L,False,2-1,False,Minnesota Vikings,20.0,26.0,18.0,333.0,231.0,102.0,2.0,20.0,319.0,190.0,129.0,1.0,1992,,,
256,4,Sun,September 27,1:00PM ET,W,False,3-1,False,Detroit Lions,27.0,23.0,21.0,395.0,248.0,147.0,3.0,18.0,368.0,298.0,70.0,1.0,1992,,,
257,5,Sun,October 4,1:00PM ET,L,False,3-2,True,Indianapolis Colts,14.0,24.0,28.0,359.0,243.0,116.0,3.0,15.0,293.0,224.0,69.0,3.0,1992,,,
258,6,,,,,False,,True,Bye Week,,,,,,,,,,,,,1992,,,
259,7,Sun,October 18,1:00PM ET,L,False,3-3,False,Chicago Bears,14.0,31.0,18.0,298.0,172.0,126.0,3.0,18.0,391.0,298.0,93.0,1.0,1992,,,
260,8,Sun,October 25,1:00PM ET,L,False,3-4,True,Detroit Lions,7.0,38.0,15.0,236.0,148.0,88.0,2.0,21.0,400.0,236.0,164.0,1.0,1992,,,
261,9,Sun,November 1,1:00PM ET,L,False,3-5,False,New Orleans Saints,21.0,23.0,10.0,154.0,70.0,84.0,1.0,18.0,309.0,164.0,145.0,4.0,1992,,,
262,10,Sun,November 8,1:00PM ET,L,False,3-6,True,Minnesota Vikings,7.0,35.0,24.0,351.0,278.0,73.0,3.0,22.0,296.0,171.0,125.0,3.0,1992,,,
263,11,Sun,November 15,4:00PM ET,W,False,4-6,True,Chicago Bears,20.0,17.0,14.0,299.0,172.0,127.0,1.0,19.0,315.0,202.0,113.0,1.0,1992,,,
264,12,Sun,November 22,4:00PM ET,L,False,4-7,False,San Diego Chargers,14.0,29.0,18.0,287.0,174.0,113.0,,17.0,307.0,126.0,181.0,1.0,1992,,,
265,13,Sun,November 29,1:00PM ET,L,False,4-8,False,Green Bay Packers,14.0,19.0,14.0,281.0,152.0,129.0,5.0,17.0,283.0,218.0,65.0,1.0,1992,,,
266,14,Sun,December 6,8:00PM ET,L,False,4-9,True,Los Angeles Rams,27.0,31.0,16.0,313.0,163.0,150.0,3.0,21.0,405.0,342.0,63.0,3.0,1992,,,
267,15,Sun,December 13,1:00PM ET,L,False,4-10,True,Atlanta Falcons,7.0,35.0,17.0,254.0,150.0,104.0,1.0,20.0,413.0,327.0,86.0,,1992,,,
268,16,Sat,December 19,4:00PM ET,L,False,4-11,False,San Francisco 49ers,14.0,21.0,18.0,308.0,181.0,127.0,,19.0,337.0,255.0,82.0,1.0,1992,,,
269,17,Sun,December 27,4:00PM ET,W,False,5-11,False,Phoenix Cardinals,7.0,3.0,12.0,240.0,210.0,30.0,1.0,21.0,353.0,233.0,120.0,6.0,1992,,,
270,1,Sun,September 5,1:00PM ET,L,False,0-1,True,Kansas City Chiefs,3.0,27.0,15.0,157.0,132.0,25.0,1.0,20.0,400.0,278.0,122.0,3.0,1993,,,
271,2,Sun,September 12,1:00PM ET,L,False,0-2,False,New York Giants,7.0,23.0,12.0,199.0,154.0,45.0,1.0,21.0,381.0,200.0,181.0,1.0,1993,,,
272,3,,,,,False,,True,Bye Week,,,,,,,,,,,,,1993,,,
273,4,Sun,September 26,1:00PM ET,L,False,0-3,False,Chicago Bears,17.0,47.0,17.0,328.0,292.0,36.0,7.0,18.0,332.0,206.0,126.0,1.0,1993,,,
274,5,Sun,October 3,1:00PM ET,W,False,1-3,True,Detroit Lions,27.0,10.0,14.0,324.0,196.0,128.0,1.0,17.0,311.0,167.0,144.0,3.0,1993,,,
275,6,Sun,October 10,1:00PM ET,L,False,1-4,False,Minnesota Vikings,0.0,15.0,11.0,169.0,110.0,59.0,5.0,18.0,268.0,144.0,124.0,1.0,1993,,,
276,7,,,,,False,,True,Bye Week,,,,,,,,,,,,,1993,,,
277,8,Sun,October 24,1:00PM ET,L,False,1-5,True,Green Bay Packers,14.0,37.0,13.0,246.0,162.0,84.0,4.0,18.0,421.0,259.0,162.0,2.0,1993,,,
278,9,Sun,October 31,1:00PM ET,W,False,2-5,False,Atlanta Falcons,31.0,24.0,16.0,405.0,307.0,98.0,2.0,16.0,337.0,269.0,68.0,3.0,1993,,,
279,10,Sun,November 7,1:00PM ET,L,False,2-6,False,Detroit Lions,0.0,23.0,6.0,146.0,102.0,44.0,1.0,20.0,366.0,125.0,241.0,,1993,,,
280,11,Sun,November 14,1:00PM ET,L,False,2-7,True,San Francisco 49ers,21.0,45.0,18.0,322.0,228.0,94.0,4.0,27.0,448.0,324.0,124.0,,1993,,,
281,12,Sun,November 21,8:00PM ET,W,False,3-7,True,Minnesota Vikings,23.0,10.0,18.0,300.0,200.0,100.0,,12.0,235.0,153.0,82.0,2.0,1993,,,
282,13,Sun,November 28,1:00PM ET,L,False,3-8,False,Green Bay Packers,10.0,13.0,11.0,207.0,115.0,92.0,,14.0,259.0,152.0,107.0,,1993,,,
283,14,Sun,December 5,1:00PM ET,L,False,3-9,True,Washington Redskins,17.0,23.0,18.0,307.0,163.0,144.0,3.0,10.0,238.0,63.0,175.0,1.0,1993,,,
284,15,Sun,December 12,1:00PM ET,W,False,4-9,True,Chicago Bears,13.0,10.0,13.0,215.0,112.0,103.0,1.0,18.0,286.0,167.0,119.0,2.0,1993,,,
285,16,Sun,December 19,4:00PM ET,L,False,4-10,False,Los Angeles Raiders,20.0,27.0,24.0,366.0,265.0,101.0,2.0,17.0,265.0,248.0,17.0,,1993,,,
286,17,Sun,December 26,4:00PM ET,W,False,5-10,False,Denver Broncos,17.0,10.0,13.0,236.0,171.0,65.0,1.0,18.0,335.0,225.0,110.0,3.0,1993,,,
287,18,Sun,January 2,4:00PM ET,L,False,5-11,True,San Diego Chargers,17.0,32.0,22.0,384.0,312.0,72.0,3.0,16.0,364.0,272.0,92.0,,1993,,,
288,1,Sun,September 4,1:00PM ET,L,False,0-1,False,Chicago Bears,9.0,21.0,17.0,304.0,181.0,123.0,,17.0,270.0,204.0,66.0,,1994,2.01,-5.88,2.53
289,2,Sun,September 11,1:00PM ET,W,False,1-1,True,Indianapolis Colts,24.0,10.0,13.0,367.0,313.0,54.0,,20.0,364.0,201.0,163.0,1.0,1994,12.22,-3.06,1.43
290,3,Sun,September 18,1:00PM ET,L,False,1-2,True,New Orleans Saints,7.0,9.0,16.0,232.0,147.0,85.0,1.0,12.0,233.0,176.0,57.0,,1994,-4.92,10.62,-3.39
291,4,Sun,September 25,1:00PM ET,L,False,1-3,False,Green Bay Packers,3.0,30.0,15.0,231.0,177.0,54.0,3.0,24.0,401.0,306.0,95.0,,1994,-13.45,-15.0,-0.37
292,5,Sun,October 2,1:00PM ET,W,False,2-3,True,Detroit Lions,24.0,14.0,16.0,234.0,115.0,119.0,,17.0,321.0,125.0,196.0,1.0,1994,1.14,-4.33,9.98
293,6,Sun,October 9,1:00PM ET,L,False,2-4,False,Atlanta Falcons,13.0,34.0,19.0,320.0,288.0,32.0,3.0,20.0,356.0,271.0,85.0,3.0,1994,-17.94,6.57,-2.91
294,7,,,,,False,,True,Bye Week,,,,,,,,,,,,,1994,,,
295,8,Sun,October 23,4:00PM ET,L,False,2-5,False,San Francisco 49ers,16.0,41.0,17.0,235.0,125.0,110.0,1.0,28.0,451.0,270.0,181.0,1.0,1994,-3.33,-24.24,-1.83
296,9,Sun,October 30,4:00PM ET,L,False,2-6,True,Minnesota Vikings,13.0,36.0,14.0,234.0,185.0,49.0,5.0,19.0,361.0,212.0,149.0,2.0,1994,-16.03,-5.32,-9.45
297,10,Sun,November 6,1:00PM ET,L,False,2-7,True,Chicago Bears,6.0,20.0,9.0,188.0,150.0,38.0,1.0,23.0,383.0,205.0,178.0,1.0,1994,-9.87,-9.34,0.46
298,11,Sun,November 13,8:00PM ET,L,False,2-8,False,Detroit Lions,9.0,14.0,18.0,343.0,218.0,125.0,,16.0,342.0,99.0,243.0,,1994,4.35,-12.83,-0.34
299,12,Sun,November 20,4:00PM ET,L,False,2-9,False,Seattle Seahawks,21.0,22.0,23.0,332.0,212.0,120.0,2.0,18.0,294.0,117.0,177.0,3.0,1994,4.61,-3.8,-1.49
300,13,Sun,November 27,1:00PM ET,W,True,3-9,False,Minnesota Vikings,20.0,17.0,20.0,326.0,254.0,72.0,1.0,19.0,331.0,246.0,85.0,2.0,1994,-2.36,6.47,-1.32
